CRATER_ID,lat,lon,diam_km,source,match_dist_km,flagged_low_confidence_match,original_area,original_degree,corrected_area,corrected_degree,final_area,final_degree,reviewed,agrees,flag_bad_match,note
01-1-026419,70.9821,152.533,1.86547,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026514,70.6268,149.988,1.83501,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026515,70.691,150.108,2.09971,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026516,70.748,150.105,1.91364,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026517,70.6848,149.829,1.05513,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026518,70.6882,149.929,1.50451,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026519,70.6468,149.831,1.31714,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026521,70.666,150.247,1.52538,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-026522,70.7273,150.302,1.95991,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026711,68.2807,144.828,2.04804,manual_labels,0.0,False,highland,v-dr,highland,r-dr,highland,r-dr,True,False,False,
01-1-026713,68.2879,145.077,1.75028,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026714,68.3526,145.278,1.34503,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026719,68.506,146.234,1.30758,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026737,68.2274,144.78,2.01366,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026752,68.1933,144.643,1.61583,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026753,68.1414,144.446,1.19753,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026870,67.6846,141.725,1.85562,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-026898,67.5683,141.039,1.56087,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026959,67.5665,140.772,1.31136,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-026972,67.5435,140.257,1.20853,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028095,69.9376,143.0,1.16747,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028163,69.9812,143.152,1.43867,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028165,70.0707,142.97,1.01244,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028172,70.0781,143.797,1.57458,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028178,69.9763,145.186,1.31988,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028179,70.0652,145.31,1.3903,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028183,70.0117,144.963,1.45624,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028184,69.9712,145.022,1.05596,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028186,70.1537,145.526,2.12939,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028188,69.9153,144.146,1.01287,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028201,70.1309,143.621,1.17508,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028202,69.9907,142.98,1.1299,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028209,70.064,143.662,1.08717,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028221,70.3228,144.888,1.10084,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028224,70.3608,144.699,1.01364,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028226,70.4029,144.51,1.16274,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028227,70.4248,144.721,1.65528,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028228,70.5059,144.716,2.11899,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028239,70.2386,146.736,1.55459,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028276,70.1834,146.768,1.60213,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028278,70.7374,147.058,1.43794,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028286,70.4195,148.594,1.93555,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028289,70.549,148.663,1.73452,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028290,70.5179,148.785,1.45863,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028296,70.3456,147.246,1.44749,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028303,70.3503,145.675,1.82919,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028304,70.4399,145.39,1.17347,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028307,70.4075,145.314,1.03784,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028308,70.38,145.323,1.24192,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028311,70.5108,145.67,1.52907,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028323,70.5654,145.815,1.02005,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028327,70.7655,148.172,2.04881,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028328,70.803,147.917,1.18278,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028329,70.9565,147.491,1.55751,manual_labels,0.0,False,highland,v-dr,highland,r-dr,highland,r-dr,True,False,False,
01-1-028331,70.9222,147.603,1.00891,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028332,70.9011,147.672,1.81319,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028333,70.9374,147.123,1.50851,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028336,70.8585,147.168,1.32135,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028338,70.6989,145.806,1.33149,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028356,70.5547,144.466,1.42055,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028358,70.6962,145.609,1.05112,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028360,70.6177,145.608,1.52287,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028363,70.5463,144.318,1.54334,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028380,69.9642,144.247,1.99174,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028385,70.7633,148.721,1.11769,manual_labels,0.0,False,highland,v-dr,highland,v-dr,highland,v-dr,True,False,True,next to a very fresh crater
01-1-028388,70.8619,149.127,1.22548,manual_labels,0.0,False,highland,v-dr,highland,v-dr,highland,v-dr,True,False,True,
01-1-028395,70.9298,149.959,1.04146,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028396,70.9807,149.978,2.23734,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028402,70.875,149.721,1.11035,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028405,70.6304,149.158,2.00108,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028407,70.5669,149.351,1.57353,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028410,70.5611,148.807,1.22539,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028411,70.5533,148.942,1.43184,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028413,70.5053,148.939,1.5425,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028420,70.8503,148.175,1.43348,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028422,70.9382,149.43,1.31165,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028423,70.9695,149.406,1.14951,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028427,71.0605,149.494,1.64809,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028430,70.9968,148.803,1.13494,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028431,71.0466,148.762,1.35335,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028489,71.0138,148.523,1.11822,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028490,70.9104,148.546,1.11657,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028491,71.2082,150.075,1.59423,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028492,71.0981,150.337,1.61408,manual_labels,0.0,False,highland,v-dr,highland,v-dr,highland,v-dr,True,False,True,
01-1-028493,71.129,150.242,1.01034,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028495,71.1668,150.384,1.44517,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028503,71.0958,150.558,1.16238,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028504,71.1119,150.691,1.17027,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028505,71.1359,150.786,1.60513,manual_labels,0.0,False,highland,v-dr,highland,r-dr,highland,r-dr,True,False,False,
01-1-028512,70.9414,149.579,1.66587,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028513,70.956,149.747,2.01107,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-028514,70.9055,149.624,1.00873,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-028515,71.227,150.884,1.88827,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
01-1-029415,72.7817,201.195,1.31967,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-031989,73.4011,208.297,1.3641,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-032101,72.9485,203.221,1.46041,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-032111,72.9985,203.786,1.25738,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-032116,73.0489,204.328,1.1063,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033192,70.3319,143.505,1.15055,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033193,70.1999,143.325,1.8624,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033195,70.319,142.928,1.44266,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
01-1-033248,70.2092,142.708,1.52287,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
01-1-033249,70.2208,142.575,1.14818,manual_labels,0.0,False,highland,r-fr,highland,v-dr,highland,v-dr,True,False,False,
01-1-033253,70.1473,143.441,1.65038,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033254,70.0804,141.939,1.92207,manual_labels,0.0,False,highland,r-fr,highland,r-fr,highland,r-fr,True,False,True,
01-1-033255,70.0812,142.076,1.65409,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
01-1-033256,70.1162,141.84,1.0608,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033258,70.118,141.613,1.38881,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033259,70.162,141.591,1.31319,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033356,70.036,141.934,1.42516,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033357,69.994,141.899,1.04531,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
01-1-033358,69.9519,141.85,1.0861,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033359,69.9731,141.729,1.18961,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033364,70.006,142.193,1.94264,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-033376,70.3093,143.601,1.0256,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-036474,73.4411,208.751,1.14124,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-1-036512,73.6376,210.749,1.37145,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
01-2-028042,70.8433,150.539,1.33147,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
02-1-051176,13.7131,203.134,1.37287,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
02-1-051202,13.917,203.441,1.08386,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
02-1-051337,14.4552,203.964,1.11529,manual_labels,0.0,False,highland,r-fr,highland,r-fr,highland,r-fr,True,False,True,
02-1-051338,14.4247,203.974,1.46622,manual_labels,0.0,False,highland,v-fr,highland,v-fr,highland,v-fr,True,False,True,
02-1-057659,15.7116,190.443,1.288,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
02-1-057662,15.8113,190.457,1.01204,manual_labels,0.0,False,highland,v-dr,highland,v-dr,highland,v-dr,True,True,False,
02-1-066975,18.8066,181.438,1.60852,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
02-1-066978,18.6034,181.315,1.57671,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
02-1-066983,18.6308,181.398,1.19997,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
02-1-066984,18.6075,181.446,1.20968,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
02-1-066986,18.5536,181.418,1.40102,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
02-1-066987,18.6009,181.488,1.05008,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
03-1-066499,-22.1663,181.765,1.01376,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
03-1-066523,-22.1423,181.872,1.29798,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
03-1-154421,-57.4631,202.063,1.19759,manual_labels,0.0,False,highland,r-fr,highland,r-dr,highland,r-dr,True,False,False,
03-1-155874,-57.5564,202.235,1.28472,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
03-1-155875,-57.4955,202.181,1.09487,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
04-1-012048,7.74578,344.403,1.23185,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-014488,8.78176,344.496,1.21368,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-015392,9.1016,344.415,1.08,manual_labels,0.0,False,mare,v-fr,mare,v-fr,mare,v-fr,True,False,True,
04-1-022601,13.6419,343.439,1.07532,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-027131,16.5921,347.368,1.44214,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
04-1-027148,16.7293,346.917,1.1171,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-027151,16.5907,346.917,1.53202,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-027152,16.534,346.934,1.17018,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-027255,17.1823,345.878,1.22837,manual_labels,0.0,False,mare,r-fr,mare,r-fr,mare,r-fr,True,True,False,not centered
04-1-027323,16.4464,346.328,1.1025,manual_labels,0.0,False,mare,v-fr,mare,v-fr,mare,v-fr,True,True,False,not centered
04-1-031814,18.0436,347.544,1.10051,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-059440,28.1843,344.627,1.29725,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-059442,28.1584,344.685,1.58931,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-1-059517,28.3923,345.249,1.09964,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-2-004381,8.8263,344.496,1.22548,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-2-009200,16.5139,346.912,1.21116,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
04-2-009225,16.3315,346.355,1.08024,manual_labels,0.0,False,mare,v-fr,mare,v-fr,mare,v-fr,True,False,True,"real one here: 16.34990, 346.35645"
04-2-009284,15.6496,344.593,1.08037,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-100265,50.2573,9.61379,1.08074,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105205,50.3746,23.0086,1.32835,manual_labels,0.0,False,mare,r-dr,mare,r-dr,mare,r-dr,True,False,True,
06-1-105206,50.4139,23.0389,1.37455,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105207,50.4826,23.1067,1.98144,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-105208,50.4997,23.0604,1.5148,manual_labels,0.0,False,mare,v-dr,mare,v-dr,mare,v-dr,True,False,True,
06-1-105213,50.4678,22.6069,1.46156,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105216,50.538,22.6387,1.33529,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105218,50.3363,22.6377,1.82783,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105235,50.8592,23.4004,1.86702,manual_labels,0.0,False,mare,v-fr,mare,v-dr,mare,v-dr,True,False,False,
06-1-105236,50.8574,23.241,1.44277,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105237,50.7883,23.1558,1.49681,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105238,50.8063,23.1059,1.73147,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105239,50.8405,22.9924,1.99876,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105240,50.77,23.0383,1.71659,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105242,50.6431,23.0452,1.12853,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105244,50.7403,22.7691,1.91508,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105249,50.6308,23.2275,1.03745,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105255,50.6337,22.5807,1.54789,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-105256,50.6957,22.5923,1.37062,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105462,50.1296,11.4733,1.02378,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105482,50.2767,10.8653,1.47302,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105494,50.4106,11.0624,1.06851,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105495,50.397,11.2743,1.04515,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105555,50.3568,9.63358,1.01558,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-105579,50.412,9.92732,1.75992,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-105586,50.7614,9.76866,1.02979,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106204,51.0024,10.0116,1.16173,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106205,51.0185,9.94677,1.79883,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-106224,51.406,9.92093,1.57887,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106230,51.7072,9.87229,1.63445,manual_labels,0.0,False,mare,r-fr,,,mare,r-fr,True,True,False,
06-1-106259,50.9025,11.0722,1.17172,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-106260,50.9476,11.137,1.01408,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106261,50.9426,11.227,1.58564,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106267,51.0766,11.0396,1.13084,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106275,51.4621,11.4921,1.92395,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106280,51.6774,11.8182,1.53115,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106282,51.7333,11.7895,1.38013,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106283,51.9111,11.7164,1.42014,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-106285,51.903,11.7885,1.51378,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106309,51.6897,11.7108,1.18044,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106310,51.646,11.6815,1.53055,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106476,51.1101,22.8553,1.13008,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106504,50.8722,23.1737,1.48759,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106506,50.8122,23.227,1.12207,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106528,51.0868,23.4614,1.03069,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106531,50.9624,23.3766,1.39107,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106532,50.931,23.3908,1.62418,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106537,51.1147,23.2562,1.17164,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,not centered
06-1-106538,51.1174,23.2168,1.24949,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-106540,51.2237,23.1034,1.06672,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106542,51.2447,23.0197,1.59891,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-106556,51.4327,23.4943,1.52727,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106578,51.5015,23.2597,1.26215,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106581,51.4621,23.1696,1.32326,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106585,51.5549,22.9759,1.06829,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106586,51.6731,22.8883,1.57845,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106587,51.6923,22.7935,1.31414,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106588,51.6556,22.7616,1.32894,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,True,
06-1-106592,51.8807,22.9819,1.64354,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-106593,51.8531,23.0346,1.30796,manual_labels,0.0,False,mare,v-dr,mare,v-dr,mare,v-dr,True,False,True,
06-1-106596,51.7484,22.9558,1.42375,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106597,51.8102,23.1618,2.04018,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106598,51.708,23.2743,1.13569,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106599,51.6717,23.2836,1.55634,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106602,51.9511,23.668,1.17338,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106605,51.9656,23.4741,1.12006,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106607,52.081,23.1315,1.79983,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106608,52.0615,23.1693,1.46014,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106609,51.9894,23.0751,1.06657,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106620,52.1984,23.0602,1.26198,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106621,52.2989,23.2071,1.80156,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106622,52.2752,23.3033,1.44347,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106623,52.3219,23.3263,1.38842,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106624,52.357,23.3466,1.34379,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106628,52.2285,23.7327,1.03346,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106630,52.2338,23.7769,1.03872,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106632,52.1493,23.8026,1.47494,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106635,52.1875,24.0846,1.47285,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-106636,52.1917,24.2328,1.05877,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106643,51.9867,24.0678,1.47439,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106644,52.0254,24.0214,1.35879,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
